Name,Age,Gender,Email,Phone No.,Programming_Skills,Coding_Skills_Years,Job_Experience_NumCompanies,Previous_Salary,Desired_Salary,Projects,Internships,Education,Gap_Years,Shortlisting_class
Nachiket Mannan,54,Male,nachiket.mannan5@yahoo.com,9370060559,8,9,3,3416344,3953479,6,5,M.Tech,0,Shortlisted
Gopal Raman,32,Male,gopal.raman21@yahoo.com,6550500095,9,14,5,4309393,5373342,12,5,BSc Computer Science,0,Rejected
Veer Balasubramanian,29,Male,veer.balasubramanian36@yahoo.com,7596459395,4,8,5,4354350,5212602,14,2,M.Tech,0,Shortlisted
Isha Ben,47,Female,isha.ben86@yahoo.com,9840539904,2,0,0,47512,71197,3,1,MBA,2,Shortlisted
Nicholas Sandhu,48,Male,nicholas.sandhu2@gmail.com,8449459916,3,4,2,1966430,2362219,11,5,B.E.,0,Rejected
Vidhi Kale,44,Female,vidhi.kale83@gmail.com,6218048475,9,14,4,1263232,1472746,7,2,M.Tech,0,Rejected
Unnati Bhandari,50,Female,unnati.bhandari98@yahoo.com,7513599187,4,6,2,1382165,1554473,7,5,B.E.,0,Shortlisted
Dominic Dani,34,Male,dominic.dani60@outlook.com,6930301398,0,2,2,250500,363004,4,1,MSc,3,Rejected
Anjali Ramesh,27,Female,anjali.ramesh56@yahoo.com,9373183395,3,0,1,519320,768745,0,1,M.Tech,0,Rejected
Sarthak Bath,38,Male,sarthak.bath92@yahoo.com,8236455196,3,8,3,1241635,1724011,11,5,M.Tech,0,Shortlisted
Ekantika Raj,37,Female,ekantika.raj55@gmail.com,6303980718,2,3,1,972522,1509469,4,0,MBA,2,Rejected
Ira Khurana,31,Female,ira.khurana80@gmail.com,7596541053,3,3,2,48185,67837,4,1,MSc,3,Rejected
Bimala Sengupta,23,Female,bimala.sengupta4@yahoo.com,8286544935,0,3,1,484075,801603,0,0,BCA,0,Rejected
Pahal Dara,27,Female,pahal.dara77@gmail.com,6395952373,1,1,2,634727,1185255,2,1,MBA,2,Rejected
Manya Baral,24,Female,manya.baral84@gmail.com,6940160503,3,3,0,951699,1505099,3,0,MSc,2,Rejected
Jairaj Dhar,50,Male,jairaj.dhar59@yahoo.com,9719233319,2,2,0,760160,1207532,3,1,MSc,4,Rejected
Neha Shukla,51,Female,neha.shukla24@outlook.com,6389758184,9,15,5,3493440,3957484,6,1,B.E.,1,Shortlisted
Owen Ganguly,29,Male,owen.ganguly35@yahoo.com,8162576838,1,3,0,948913,1655636,1,1,BCA,0,Rejected
Darsh Halder,54,Male,darsh.halder73@yahoo.com,8864092840,2,3,2,490649,894425,3,0,MSc,4,Rejected
Noah Anand,49,Male,noah.anand87@outlook.com,8671485869,1,0,1,728527,1117385,1,0,B.E.,4,Rejected
Madhav Sood,35,Male,madhav.sood6@gmail.com,6178842793,2,0,2,506499,923272,1,0,M.Tech,0,Rejected
Upkaar Shah,21,Male,upkaar.shah73@outlook.com,8746924122,3,0,0,742396,1388912,2,1,BSc Computer Science,4,Rejected
Hemangini Gala,45,Female,hemangini.gala5@outlook.com,7367010704,1,3,2,277213,494984,0,1,BCA,1,Rejected
Anay Virk,51,Male,anay.virk34@yahoo.com,9322469715,3,1,0,61574,89014,1,0,MBA,3,Rejected
Ranbir Dua,38,Male,ranbir.dua33@gmail.com,8637601796,10,10,2,1140093,1352661,16,4,MCA,0,Shortlisted
Dev Manda,27,Male,dev.manda79@outlook.com,9625246958,8,14,2,2097323,2327051,17,1,BSc Computer Science,0,Shortlisted
Finn Arora,22,Male,finn.arora8@outlook.com,8675759659,3,0,0,7332,11470,1,1,BSc Computer Science,0,Rejected
Turvi Chandran,47,Female,turvi.chandran67@outlook.com,7752411786,0,0,1,990468,1418081,2,1,BSc Computer Science,0,Rejected
David Bobal,42,Male,david.bobal8@yahoo.com,9745522336,10,15,5,2688301,3582755,6,1,BSc Computer Science,0,Shortlisted
Ekavir Misra,31,Male,ekavir.misra95@gmail.com,8591750190,7,13,2,3180098,4146753,19,3,B.E.,0,Shortlisted
Leena Raghavan,41,Female,leena.raghavan6@yahoo.com,6164843299,7,9,2,2847630,3505528,20,3,M.Tech,0,Rejected
Nakul Rajan,32,Male,nakul.rajan90@gmail.com,8118746433,0,3,2,576933,1117240,3,0,M.Tech,0,Rejected
Yachana Mohan,28,Female,yachana.mohan74@gmail.com,6682546384,8,7,3,2704321,3745733,7,3,B.E.,1,Shortlisted
Samar Kumer,31,Male,samar.kumer21@yahoo.com,8803071030,7,5,5,1660207,2160107,15,2,B.E.,0,Shortlisted
Anvi Hans,25,Female,anvi.hans77@gmail.com,6226645730,1,2,1,882672,1578536,2,1,MCA,3,Rejected
Amol Pingle,36,Male,amol.pingle86@yahoo.com,9220738894,4,15,3,2474927,3396246,12,2,BSc Computer Science,0,Shortlisted
Karan Basu,41,Male,karan.basu16@outlook.com,8898013747,4,4,5,4225223,5002910,5,1,B.E.,0,Shortlisted
Azaan Kurian,41,Male,azaan.kurian36@yahoo.com,7162965992,6,8,4,2971177,3613604,6,2,MCA,0,Shortlisted
Daniel Mahajan,27,Male,daniel.mahajan90@outlook.com,7714461224,9,5,3,1571881,1875860,6,5,BSc Computer Science,0,Shortlisted
Aashi Soni,54,Female,aashi.soni11@yahoo.com,6640855107,0,3,2,273935,518633,2,1,MCA,0,Rejected
Aayush Ahluwalia,40,Male,aayush.ahluwalia60@yahoo.com,6969447452,8,9,3,2339108,2906184,6,3,B.E.,0,Shortlisted
Shivani Merchant,30,Female,shivani.merchant36@gmail.com,6888533187,10,10,2,3402246,4030666,8,2,M.Tech,0,Rejected
Zarna Bala,35,Female,zarna.bala54@gmail.com,6365718368,5,13,2,1198207,1518972,7,5,B.E.,1,Shortlisted
Leela Kothari,22,Female,leela.kothari82@yahoo.com,6440071056,3,11,2,4321765,5983571,9,3,B.E.,0,Shortlisted
Manya Aggarwal,36,Female,manya.aggarwal81@gmail.com,6761701015,1,2,0,986732,1505617,4,1,B.E.,0,Rejected
Lila Balan,25,Female,lila.balan87@gmail.com,7802190122,1,1,0,611417,1036955,3,0,Diploma,0,Rejected
Meghana Tak,42,Female,meghana.tak85@yahoo.com,9127669074,6,11,2,1610842,2062487,17,5,M.Tech,0,Shortlisted
Jasmit Krishnan,40,Female,jasmit.krishnan51@yahoo.com,6822204992,1,3,2,490912,959729,0,1,M.Tech,0,Rejected
Orinder Banerjee,39,Male,orinder.banerjee19@gmail.com,9120315816,3,8,2,3166759,3495263,17,3,BSc Computer Science,1,Shortlisted
Advik Deshpande,36,Male,advik.deshpande71@yahoo.com,9712906266,9,5,2,2521503,3057946,15,2,B.E.,1,Shortlisted
Chasmum Kalita,23,Female,chasmum.kalita29@gmail.com,7817138284,0,2,0,27890,37490,3,0,BSc Computer Science,0,Rejected
Indali Chakraborty,38,Female,indali.chakraborty90@gmail.com,6511293141,3,1,1,316405,481789,3,0,MSc,1,Rejected
Chatresh Contractor,26,Male,chatresh.contractor40@yahoo.com,9100124074,1,1,0,615516,922549,4,1,BSc Computer Science,1,Rejected
Saksham Dyal,43,Male,saksham.dyal76@gmail.com,8483831708,10,5,5,2673518,3282431,11,2,M.Tech,0,Rejected
Abhimanyu Anand,42,Male,abhimanyu.anand42@yahoo.com,6287633245,0,3,2,816747,1615153,0,0,MBA,0,Rejected
Vihaan Bhatnagar,42,Male,vihaan.bhatnagar82@outlook.com,8996128368,9,14,2,4051572,5036903,12,2,MCA,0,Shortlisted
Janani Rana,23,Female,janani.rana81@gmail.com,6729628431,6,10,2,3360277,3934217,9,1,M.Tech,0,Shortlisted
Ekavir Vig,51,Male,ekavir.vig57@gmail.com,6735458699,3,0,0,431517,833894,3,0,MSc,3,Rejected
Neel Gulati,48,Male,neel.gulati72@yahoo.com,6524203917,4,12,5,3797683,4730956,5,3,M.Tech,1,Shortlisted
Rishi Dada,30,Male,rishi.dada50@outlook.com,7152761038,3,14,4,1729187,2118733,20,1,M.Tech,0,Rejected
Barkha Kothari,39,Female,barkha.kothari56@gmail.com,6323712508,3,0,1,762018,1417730,3,0,BCA,1,Rejected
Ojasvi Bahl,28,Female,ojasvi.bahl7@yahoo.com,6172007701,1,1,0,23316,30205,2,0,B.E.,2,Rejected
Aditya Mannan,45,Male,aditya.mannan39@yahoo.com,9214708645,9,4,4,4173701,5045634,16,5,B.E.,0,Shortlisted
Falan Baral,32,Male,falan.baral51@outlook.com,6798204145,0,2,0,233052,357085,1,1,Diploma,0,Rejected
Vasudha Verma,51,Female,vasudha.verma40@gmail.com,7967707631,0,3,2,897148,1685054,0,0,BCA,4,Rejected
Noah Master,21,Male,noah.master24@yahoo.com,9488048798,0,2,2,812602,1559705,4,0,MBA,2,Rejected
Zayyan Chadha,25,Male,zayyan.chadha15@yahoo.com,9615765791,8,14,2,2603323,3330829,10,2,B.E.,0,Shortlisted
Ojasvi Rattan,30,Female,ojasvi.rattan53@yahoo.com,9762426537,7,15,4,2466496,3311283,8,4,M.Tech,0,Shortlisted
Ojasvi Palla,31,Female,ojasvi.palla47@gmail.com,9922903170,1,0,1,101255,187115,3,0,Diploma,1,Rejected
Vivaan Sachdeva,53,Male,vivaan.sachdeva34@yahoo.com,6621800175,0,3,0,577283,937881,0,1,Diploma,3,Rejected
Samaksh Chaudry,29,Male,samaksh.chaudry19@outlook.com,8201166481,0,1,2,122510,239255,3,0,M.Tech,1,Rejected
Brijesh Badami,48,Male,brijesh.badami9@outlook.com,8756823826,7,13,4,1313249,1513582,5,2,MCA,0,Shortlisted
Leela Ghosh,36,Female,leela.ghosh77@gmail.com,6821521215,3,13,5,2343328,3259698,11,2,BSc Computer Science,0,Shortlisted
Ati Varughese,38,Female,ati.varughese95@yahoo.com,9451462999,4,12,5,931616,1186101,12,1,B.E.,0,Shortlisted
Yashica Anne,26,Female,yashica.anne58@yahoo.com,8285032291,3,1,1,741179,1059580,3,0,BSc Computer Science,0,Rejected
Vyanjana Narasimhan,37,Female,vyanjana.narasimhan54@yahoo.com,6846959791,9,11,4,1135652,1586284,8,5,B.E.,0,Shortlisted
Udarsh Sethi,36,Male,udarsh.sethi95@gmail.com,6694405234,9,8,3,3734386,4258527,5,4,M.Tech,0,Shortlisted
Nathaniel Arya,46,Male,nathaniel.arya90@yahoo.com,6875588665,7,8,5,4192941,5623702,15,3,BSc Computer Science,0,Shortlisted
Lila Sandhu,43,Female,lila.sandhu34@yahoo.com,7350874805,1,2,1,964334,1258096,4,1,B.E.,2,Rejected
Yashasvi Rout,50,Female,yashasvi.rout21@gmail.com,7814876459,1,2,0,243578,312686,1,1,MCA,1,Rejected
Dalbir Chand,35,Male,dalbir.chand65@outlook.com,6947673736,2,1,1,963101,1384405,3,0,BCA,3,Rejected
Neel Konda,29,Male,neel.konda90@yahoo.com,6824181538,3,0,1,871884,1047562,0,1,MBA,2,Rejected
Faraj Mittal,30,Male,faraj.mittal20@yahoo.com,7992780393,3,3,0,996846,1422490,3,0,MCA,4,Shortlisted
Zayyan Padmanabhan,34,Male,zayyan.padmanabhan62@yahoo.com,6486437988,0,0,0,311883,490587,1,0,BSc Computer Science,0,Rejected
Raghav Virk,32,Male,raghav.virk55@gmail.com,7328957993,2,3,2,106898,197795,1,1,MSc,2,Shortlisted
Aarna Sankar,34,Female,aarna.sankar75@outlook.com,8908822023,2,1,2,523834,796849,0,1,MCA,0,Rejected
Yashvi Guha,24,Female,yashvi.guha71@gmail.com,7833245676,2,3,2,565266,1110541,1,1,MBA,4,Shortlisted
Jason Merchant,36,Male,jason.merchant48@outlook.com,6981592196,0,0,1,345977,514946,4,0,Diploma,3,Rejected
Aarav Dyal,22,Male,aarav.dyal98@gmail.com,6546822720,3,0,0,82310,127352,3,1,M.Tech,2,Rejected
Lipika Hayre,48,Female,lipika.hayre66@gmail.com,8477711374,2,1,2,476371,612906,4,0,MSc,0,Rejected
Victor Bhakta,32,Male,victor.bhakta22@gmail.com,7731745604,3,10,5,3863704,5051600,5,3,M.Tech,0,Shortlisted
Osha Ahluwalia,54,Female,osha.ahluwalia59@yahoo.com,6988487647,9,5,2,3343431,4289975,10,1,M.Tech,0,Shortlisted
William Parsa,42,Male,william.parsa31@yahoo.com,9668196985,9,10,2,1568393,2115442,17,4,B.E.,0,Shortlisted
Waida Solanki,31,Female,waida.solanki21@gmail.com,9731463542,1,3,1,257311,310403,2,1,BCA,4,Shortlisted
Eiravati Chokshi,52,Female,eiravati.chokshi96@gmail.com,8131933757,3,2,0,549161,931263,0,1,BCA,2,Rejected
Radhika Saini,46,Female,radhika.saini93@gmail.com,6374781881,9,8,3,2222086,3016543,9,1,B.E.,0,Shortlisted
Aarna Swamy,49,Female,aarna.swamy30@yahoo.com,7954128639,5,15,3,2513147,3038436,14,2,B.E.,0,Shortlisted
Madhav Chokshi,53,Male,madhav.chokshi39@gmail.com,8140690336,3,1,2,156809,269038,4,0,MBA,4,Rejected
Jagrati Ranganathan,35,Female,jagrati.ranganathan12@yahoo.com,7365101957,2,2,1,856909,1529568,1,0,MBA,1,Rejected
Pranit Bala,51,Male,pranit.bala40@outlook.com,8741877024,1,2,0,307524,552619,2,0,M.Tech,0,Rejected
Megha Borah,28,Female,megha.borah71@outlook.com,7398630381,2,3,0,728679,947959,3,1,BCA,4,Rejected
Timothy Modi,51,Male,timothy.modi5@yahoo.com,9507595460,4,5,2,2537533,2850511,18,1,M.Tech,0,Shortlisted
Aadi Chowdhury,44,Male,aadi.chowdhury49@gmail.com,9980544971,1,0,0,392004,516847,2,0,Diploma,3,Rejected
Ubika Sridhar,27,Female,ubika.sridhar9@outlook.com,7156824293,8,12,5,1924742,2219511,19,5,B.E.,1,Shortlisted
Bina Datta,37,Female,bina.datta13@yahoo.com,7126599504,3,1,2,515688,876186,0,1,BCA,2,Rejected
Lucky Pal,25,Male,lucky.pal89@yahoo.com,7167105792,2,3,2,411804,652853,1,0,B.E.,4,Rejected
Ikshita Peri,50,Female,ikshita.peri76@yahoo.com,6510142407,5,5,4,4140636,5436278,8,2,B.E.,0,Shortlisted
Abhimanyu Grewal,32,Male,abhimanyu.grewal37@gmail.com,6330118706,3,2,1,386309,675709,3,1,BCA,4,Shortlisted
Akshay Vaidya,41,Male,akshay.vaidya24@outlook.com,6308706781,8,12,4,1896185,2580549,7,3,MCA,0,Shortlisted
Upadhriti Pradhan,53,Female,upadhriti.pradhan11@gmail.com,7589529822,0,0,2,902721,1563066,3,1,BCA,1,Rejected
Yashica Bhatnagar,54,Female,yashica.bhatnagar55@outlook.com,9698238846,9,6,5,991734,1233290,18,3,B.E.,0,Shortlisted
Chandani Bath,44,Female,chandani.bath22@outlook.com,8692815124,7,10,5,896921,1240250,20,1,M.Tech,0,Shortlisted
Deepa Bath,46,Female,deepa.bath73@outlook.com,7706049884,0,0,1,70700,109345,0,0,M.Tech,2,Rejected
Hemani Minhas,22,Female,hemani.minhas32@outlook.com,8905700045,4,5,2,2324275,2580995,20,4,B.E.,0,Shortlisted
Indira Randhawa,44,Female,indira.randhawa49@yahoo.com,8392061323,0,0,2,239230,406088,3,0,Diploma,0,Rejected
Advay Salvi,45,Male,advay.salvi22@outlook.com,8751756227,9,7,4,4102664,5732919,5,5,MCA,0,Shortlisted
Zaid Suri,51,Male,zaid.suri84@yahoo.com,9271759856,1,0,2,266622,442777,0,0,MBA,0,Rejected
Yamini Walia,51,Female,yamini.walia52@outlook.com,7646139194,1,0,1,660086,891135,1,1,B.E.,2,Rejected
Frado Muni,41,Male,frado.muni88@yahoo.com,8191648739,7,4,4,2722032,3558706,15,1,B.E.,1,Shortlisted
Pranav Sule,54,Male,pranav.sule96@gmail.com,6633894118,0,2,2,601527,1017526,2,1,BCA,1,Rejected
Niharika Ramakrishnan,38,Female,niharika.ramakrishnan97@gmail.com,7767474062,1,3,2,348922,612871,4,0,MSc,2,Rejected
Oscar Hora,42,Male,oscar.hora21@yahoo.com,7403592852,3,7,5,1130504,1346485,12,4,B.E.,0,Shortlisted
Kevin Sinha,25,Male,kevin.sinha68@outlook.com,7447597989,2,3,2,106681,145268,0,0,M.Tech,2,Rejected
Raksha Swaminathan,41,Female,raksha.swaminathan87@yahoo.com,8712583247,4,11,3,3259987,4349769,14,4,BSc Computer Science,0,Shortlisted
Daksha Oommen,51,Female,daksha.oommen70@gmail.com,8752282226,0,2,0,62197,96666,4,0,MCA,1,Rejected
Akshay Loke,50,Male,akshay.loke69@outlook.com,8128535323,2,3,2,696917,1254075,1,1,MSc,1,Rejected
Tanvi Hari,32,Female,tanvi.hari28@outlook.com,6100689928,3,0,0,888916,1089666,0,1,Diploma,2,Shortlisted
Wakeeta Deep,49,Female,wakeeta.deep85@gmail.com,7594897168,1,2,0,176040,303839,1,0,Diploma,2,Rejected
Shravya Gulati,29,Female,shravya.gulati89@outlook.com,7502608320,3,1,0,381669,528038,1,1,BSc Computer Science,0,Rejected
Zaitra Pandey,22,Female,zaitra.pandey21@outlook.com,8226842121,8,11,5,2581219,3315238,17,2,B.E.,0,Shortlisted
Rachita Sarkar,30,Female,rachita.sarkar22@outlook.com,6522305841,0,2,1,404450,486731,4,0,MCA,1,Rejected
Peter Agate,41,Male,peter.agate42@gmail.com,8305816094,3,3,1,230648,300028,3,1,MBA,0,Rejected
Shaurya Saxena,30,Male,shaurya.saxena7@gmail.com,8172491524,5,14,3,1156131,1444446,14,3,B.E.,1,Shortlisted
Mitali Sandhu,23,Female,mitali.sandhu20@gmail.com,7853263185,5,4,4,2166555,2875928,10,4,M.Tech,0,Shortlisted
Isaac Narula,37,Male,isaac.narula15@yahoo.com,9690597765,2,2,2,163532,312717,2,1,MSc,2,Rejected
Gaurav Rana,36,Male,gaurav.rana46@yahoo.com,9790311358,3,2,2,151246,247201,4,0,M.Tech,1,Rejected
Udyati Pai,54,Female,udyati.pai74@yahoo.com,7559409999,10,11,2,2218309,3039219,12,2,M.Tech,0,Shortlisted
Qarin Kara,40,Male,qarin.kara91@outlook.com,8745338954,2,1,2,804497,1520063,3,1,M.Tech,4,Rejected
Ojasvi Nigam,33,Female,ojasvi.nigam43@gmail.com,9904802572,2,0,2,533835,1058221,3,0,M.Tech,0,Rejected
Yahvi Zacharia,47,Female,yahvi.zacharia92@outlook.com,9413733796,9,11,4,3670491,4548499,8,1,M.Tech,0,Shortlisted
Anirudh Bansal,25,Male,anirudh.bansal89@gmail.com,6594485118,9,14,5,2325769,2664901,7,3,M.Tech,0,Shortlisted
Omkaar Pai,33,Male,omkaar.pai71@outlook.com,7508452506,9,12,5,3387570,4335983,14,3,B.E.,0,Shortlisted
Varenya Dalal,21,Female,varenya.dalal78@gmail.com,9751987126,9,7,5,1726765,2266046,15,5,B.E.,0,Shortlisted
Laksh Mukhopadhyay,45,Male,laksh.mukhopadhyay96@outlook.com,7195278790,5,14,2,1357610,1749152,13,4,M.Tech,0,Shortlisted
Manthan Misra,42,Male,manthan.misra52@gmail.com,6761704123,5,11,2,1073805,1438431,5,5,BSc Computer Science,1,Shortlisted
Indali Gopal,41,Female,indali.gopal40@yahoo.com,8919920062,4,13,2,4324640,5196191,18,1,B.E.,0,Shortlisted
Aadi Sachar,27,Male,aadi.sachar68@outlook.com,8870546547,8,14,2,3254534,4289346,10,4,B.E.,0,Shortlisted
Arya Madan,53,Female,arya.madan23@yahoo.com,7761761081,10,8,2,2900659,3377062,14,4,B.E.,0,Shortlisted
Lakshmi Shan,25,Female,lakshmi.shan51@gmail.com,8148750283,1,0,1,307068,447467,2,0,MCA,3,Rejected
Darsh Gade,36,Male,darsh.gade26@gmail.com,7763891535,5,8,3,2657714,3111371,8,2,B.E.,0,Shortlisted
Dhriti Hegde,22,Female,dhriti.hegde37@outlook.com,6906750808,1,3,2,742124,1401927,2,0,B.E.,1,Rejected
Harshil Hayer,38,Male,harshil.hayer82@yahoo.com,8825107598,1,1,2,628751,1214249,3,0,Diploma,1,Rejected
Kavya Kunda,28,Female,kavya.kunda48@outlook.com,7552115011,6,15,2,2071770,2508856,16,4,M.Tech,0,Shortlisted
Ekavir Kade,49,Male,ekavir.kade47@yahoo.com,6996948446,3,3,2,233730,431368,3,1,MSc,0,Rejected
Gavin Sawhney,49,Male,gavin.sawhney95@gmail.com,8621674800,0,1,2,239217,346159,1,1,Diploma,0,Shortlisted
Ira Chand,36,Female,ira.chand50@outlook.com,9623283313,1,1,1,811395,1156671,4,0,M.Tech,1,Rejected
Pooja Khalsa,32,Female,pooja.khalsa19@gmail.com,8662086551,4,10,3,2377583,2756179,13,5,M.Tech,0,Shortlisted
Diya Kalita,30,Female,diya.kalita15@gmail.com,7554080897,8,8,5,2137298,2706500,5,3,B.E.,0,Shortlisted
Edhitha Kumar,26,Female,edhitha.kumar47@yahoo.com,9938413043,4,14,2,1485721,2041161,18,1,M.Tech,0,Shortlisted
Neelima Choudhary,45,Female,neelima.choudhary38@yahoo.com,8771543310,4,15,5,1901372,2356305,15,1,B.E.,0,Shortlisted
Ekalinga Sachdev,30,Male,ekalinga.sachdev19@yahoo.com,9196366930,3,2,0,960416,1472798,1,0,B.E.,1,Rejected
Girindra Lata,33,Male,girindra.lata46@yahoo.com,9910678748,3,6,2,2979252,3959513,19,3,B.E.,0,Shortlisted
Ishwar Taneja,34,Male,ishwar.taneja11@yahoo.com,7673281176,2,1,1,543525,742621,0,1,BSc Computer Science,2,Rejected
Tanveer Bali,29,Male,tanveer.bali6@yahoo.com,8295975468,2,3,1,201187,274759,3,1,M.Tech,0,Rejected
Maanas Krishna,36,Male,maanas.krishna83@yahoo.com,8493109078,3,15,5,3321050,4214438,6,2,B.E.,0,Shortlisted
Nirja Morar,47,Female,nirja.morar46@gmail.com,7776530711,3,15,5,1194679,1381230,8,2,BSc Computer Science,0,Shortlisted
Eiravati Parsa,45,Female,eiravati.parsa95@outlook.com,9621406120,0,2,1,399191,673590,0,1,Diploma,0,Rejected
Ekbal Ganguly,36,Male,ekbal.ganguly90@gmail.com,8833859720,2,1,0,160935,219405,2,1,BCA,3,Rejected
Nicholas Gera,46,Male,nicholas.gera30@gmail.com,9332176858,5,4,5,2143400,2657941,9,5,MCA,0,Shortlisted
Bakhshi Mani,41,Male,bakhshi.mani23@gmail.com,6668303656,0,0,2,165713,299484,1,1,MBA,3,Rejected
Damini Nori,40,Female,damini.nori28@yahoo.com,8593683502,7,4,5,3614223,5024574,7,5,M.Tech,0,Shortlisted
Tanveer D’Alia,34,Male,tanveer.d’alia69@gmail.com,8870000690,2,2,2,134819,197465,0,0,B.E.,3,Rejected
Yash Seshadri,42,Male,yash.seshadri14@outlook.com,8801421567,0,2,1,427556,667852,0,1,MSc,0,Rejected
Arunima Luthra,47,Female,arunima.luthra11@outlook.com,6289793108,2,1,2,226822,389956,1,1,B.E.,3,Rejected
David Batra,51,Male,david.batra17@gmail.com,9688660897,4,15,2,2193107,2910963,12,5,BSc Computer Science,0,Shortlisted
Yachana Koshy,53,Female,yachana.koshy29@gmail.com,9114525808,5,14,2,3534636,4497810,11,5,M.Tech,0,Shortlisted
Pushti Mallick,33,Female,pushti.mallick97@outlook.com,8427794438,2,3,2,506744,969082,3,1,MCA,3,Rejected
Frederick Kapadia,46,Male,frederick.kapadia55@yahoo.com,9226295965,10,6,2,3044343,3833578,5,5,B.E.,0,Shortlisted
Naveen Patil,36,Male,naveen.patil13@outlook.com,7605249419,1,3,0,169994,292635,1,0,Diploma,2,Rejected
Laban Roy,31,Male,laban.roy3@yahoo.com,9108421463,9,4,2,1877921,2485045,6,3,BSc Computer Science,0,Shortlisted
Daksha Panchal,51,Female,daksha.panchal70@outlook.com,8308118584,6,14,3,856712,992287,18,5,B.E.,0,Shortlisted
Hemal Ravi,21,Female,hemal.ravi98@outlook.com,9771189949,3,8,4,3510691,4776492,16,5,M.Tech,0,Rejected
Yashoda Chaudhry,42,Female,yashoda.chaudhry43@yahoo.com,6209413351,0,1,1,636533,1075706,3,1,MCA,2,Rejected
David Mall,39,Male,david.mall26@gmail.com,9129685830,3,14,4,1856987,2575728,14,3,M.Tech,0,Shortlisted
Anvi Rao,29,Female,anvi.rao3@gmail.com,7226739200,2,0,2,41266,74668,1,1,MCA,4,Rejected
Baljiwan Date,21,Male,baljiwan.date36@yahoo.com,6192356680,2,1,1,67280,113338,0,1,Diploma,1,Rejected
Yug Bhagat,51,Male,yug.bhagat13@gmail.com,9510202013,3,1,2,543824,933512,3,1,B.E.,2,Rejected
Agastya Shere,29,Male,agastya.shere61@yahoo.com,8976325012,2,0,2,99935,159734,4,0,Diploma,3,Rejected
Ekbal Lalla,41,Male,ekbal.lalla23@yahoo.com,7447889596,6,15,5,3634353,4786267,16,2,B.E.,0,Shortlisted
Amara Uppal,43,Female,amara.uppal69@yahoo.com,8839429768,4,8,2,1533732,1835247,7,3,B.E.,0,Shortlisted
Anamika Dyal,31,Female,anamika.dyal48@outlook.com,6607735749,6,13,2,2710284,3043864,12,2,B.E.,0,Shortlisted
Abdul Edwin,48,Male,abdul.edwin56@outlook.com,6502409057,6,11,4,3964501,5395659,19,1,M.Tech,0,Shortlisted
Pallavi Khare,52,Female,pallavi.khare83@yahoo.com,9168435253,3,0,0,306578,534310,2,1,M.Tech,0,Rejected
Elijah Bal,26,Male,elijah.bal64@outlook.com,6102095703,1,2,1,454403,699271,1,1,MSc,2,Rejected
Shivansh Jhaveri,26,Male,shivansh.jhaveri15@gmail.com,7545443631,0,0,0,449938,834661,4,1,MSc,3,Rejected
Quincy Chopra,43,Male,quincy.chopra27@outlook.com,9254604861,10,7,5,4038639,5138576,19,1,BSc Computer Science,1,Shortlisted
Banjeet Sahni,23,Male,banjeet.sahni64@outlook.com,7323681285,3,1,0,324841,635818,2,1,MSc,0,Rejected
Kamala Sahota,36,Female,kamala.sahota24@outlook.com,7906305790,8,15,4,3196940,3966685,15,5,BSc Computer Science,0,Shortlisted
Anthony Rout,38,Male,anthony.rout77@gmail.com,9259239558,3,1,0,666189,1243951,3,0,BCA,1,Rejected
Neha Pal,50,Female,neha.pal5@gmail.com,9532568125,7,6,4,933084,1293422,5,2,M.Tech,1,Shortlisted
Krishna Divan,37,Male,krishna.divan56@gmail.com,9605942536,3,1,2,781117,1044692,3,0,MBA,0,Rejected
Hema Chakraborty,45,Female,hema.chakraborty43@yahoo.com,9276063928,3,2,1,907112,1287004,3,0,Diploma,3,Rejected
Libni Kohli,48,Female,libni.kohli44@gmail.com,7785908793,0,0,0,156920,230659,3,0,MBA,2,Rejected
Wridesh Garg,31,Male,wridesh.garg72@yahoo.com,6546403908,3,1,0,393233,519979,0,1,B.E.,3,Rejected
Anay Anand,49,Male,anay.anand6@yahoo.com,8301946895,2,0,1,99937,155722,1,0,MCA,1,Rejected
Joshua Bassi,41,Male,joshua.bassi45@outlook.com,6370698543,5,9,2,3118978,4226591,14,3,B.E.,1,Shortlisted
Zehaan Dhaliwal,53,Male,zehaan.dhaliwal38@outlook.com,9730906941,7,9,3,2124506,2358081,19,1,M.Tech,0,Shortlisted
Warhi Parikh,35,Female,warhi.parikh68@gmail.com,6840777561,7,11,3,4250427,4987051,12,1,B.E.,1,Shortlisted
Sudiksha Wagle,35,Female,sudiksha.wagle19@gmail.com,9775945964,3,9,2,3962190,5322571,12,2,B.E.,0,Shortlisted
Bhanumati Arya,43,Female,bhanumati.arya39@outlook.com,7381600302,9,15,3,4471831,5450481,18,5,B.E.,0,Shortlisted
Onkar Sarma,37,Male,onkar.sarma24@yahoo.com,8603072136,0,3,0,784446,1158364,1,1,BSc Computer Science,2,Rejected
